2.165	0.42	2
4.6	2.951	1
3.52	1.9347	2
0.71	1.471	1
3.18	2.392	2
1.99736	0.98	2
3.24	2.273	2
3.45	2.398	2
2.54	0.74	2
1.676	0.97	2
0.31	0.8	1
1.545	2.868	2
4.16	3.16	1
1.768	0.6	2
2.685	3.69	2
1.9463	0.48	2
3.03	2.548	2
1.242	0.79	2
1.741	2.496	1
1.528	2.411	1
1.873	0.67	2
1.216	0.95	2
0.27	0.68	1
0.76	1.081	1
2.275	1.013	2
3.66	2.672	2
0.93	2.963	2
1.738	3.28	2
0.6	1.63	1
1.712	2.305	1
2.778	3.44	1
3.23	1.507	2
0.73	1.727	1
1.006	3.14	2
2.74	3.2	1
2.489	2.904	2
2.805	1.763	1
0.14	0.53	1
1.383	0.98	2
1.34	2.965	2
2.487	1.87	1
1.9492	0.81	2
2.96	1.478	1
0.79	2.778	2
2.149	3.98	2
0.24	1.097	1
2.0486	1.611	1
1.109	3	2
2.263	0.52	2
3.21	3.28	2
0.54	2.0829	1
0.96	3.19	2
0.31	1.458	1
2.707	2.0524	1
3.31	1.746	2
1.512	1.434	1
3.8	1.189	2
3.84	3.18	1
3.49	1.844	2
1.119	0.41	2
2.529	2.788	1
2.571	2.197	1
-0.07	2.0318	2
0.77	1.692	1
2.682	3.5	2
0.67	2.0398	1
0.65	2.424	1
2.307	1.322	2
2.859	1.048	1
1.328	2.683	1
3.36	2.258	2
1.63	3.48	2
0.1	0.9	1
0.62	1.68	1
2.234	2.958	2
0.99	1.229	1
1.261	2.578	1
1.893	0.5	2
2.592	2.973	2
2.52	3.21	2
2.416	3.86	1
1.819	2.344	1
3.27	1.559	2
2.422	1.066	1
1.296	1.198	2
2.088	0.75	2
2.952	2.427	2
3.39	1.782	2
0.92	0.7	2
3.25	1.65	2
2.183	0.79	2
1.9235	0.88	2
1.593	2.602	1
2.975	2.809	2
1.9448	2.882	1
1.054	3.02	2
3.11	1.894	2
1.206	3.07	2
1.348	0.9	2
-0.08	0.22	1
1.369	1.133	2
1.144	0.69	2
1.785	0.99	2
0.88	2.154	1
0.9	2.135	1
1.866	0.9	2
2.844	2.243	2
2.472	2.289	1
3.64	2.174	2
1.587	1.9725	1
1.125	2.591	1
1.596	2.178	1
1.703	1.533	1
1.302	0.74	2
3.2	2.298	2
1.654	0.5	2
0.86	1.506	1
1.9758	1.341	1
1.505	0.8	2
1.197	1.218	2
1.359	2.516	1
1.9126	1.052	2
0.96	2.679	2
2.701	2.0237	1
1.323	0.59	2
1.484	2.831	1
1.136	0.44	2
2.863	0.98	1
0.88	2.559	1
1.221	0.86	2
1.1	3.49	2
4.43	3.39	1
0.33	0.27	1
2.743	0.82	1
0.48	1.342	1
3.28	1.824	1
3.58	0.71	1
2.61	2.488	2
-0.15	1.142	1
1.9693	2.678	1
1.773	0.81	2
2.642	3.65	1
0.42	0.75	1
2.373	3.48	2
2.333	1.155	1
0.82	1.242	1
3.15	0.48	1
1.399	1.461	1
0.43	0.26	1
2.652	1.354	1
0.57	3.26	2
2.71	2.0529	1
3.18	2.585	2
0.99	0.73	1
2.13	3.38	2
2.469	1.679	1
0.92	2.72	2
2.987	2.858	2
3.57	1.611	2
1.589	2.727	1
1.28	2.189	1
1.99671	1.9223	1
1.063	1.914	1
4.21	3.02	1
1.394	1.003	2
3.4	2.377	2
2.37	2.312	1
0.59	1.786	1
1.808	3.66	2
1.9754	1.859	1
3.07	1.9567	2
1.523	0.75	2
0.65	1.515	1
2.996	2.225	2
0.75	0.72	2
1.802	3.67	1
1.2	1.718	1
2.168	2.345	1
2.851	3.46	2
3.45	0.76	1
0.98	0.82	2
0.69	2.916	2
1.543	1.678	1
2.0744	3.04	2
2.902	0.92	1
1.096	2.953	2
1.89	1.089	2
3.01	0.95	1
2.441	0.87	2
1.713	1.274	1
2.205	1.529	1
1.375	3.14	2
1.377	1.263	1
1.746	1.068	2
1.183	0.81	2
0.27	2.87	2
2.176	3.94	2
2.899	1.765	1
2.834	1.416	1
2.15	1.744	1
0.77	1.664	1
2.866	1.193	1
3.07	2.0877	2
1.744	3.52	2
4.34	0.75	2
1.626	0.92	2
0.84	2.381	2
0.7	0.83	1
2.527	1.749	1
1.252	1.43	1
3.02	2.997	2
2.105	2.103	1
2.563	2.137	1
2.317	1.9767	1
2.15	3.3	2
0.69	2.00723	1
3.42	1.854	2
2.576	3.7	1
1.894	1.684	1
0.8	2.932	2
0.86	2.488	2
1.849	3.66	2
0.54	1.091	1
3.36	1.575	2
3.41	2.83	2
2.176	0.89	2
1.474	3.26	2
2.552	0.93	1
0.86	2.304	1
0.36	2.143	1
1.811	0.76	2
2.775	2.0171	1
1.402	3.22	2
0.29	0.71	1
3.52	2.409	2
2.548	1.041	2
1.364	1.012	1
1.9277	0.92	2
2.0949	1.146	1
2.726	2.289	2
3.43	2.147	2
1.9762	2.000407	1
2.939	3.69	1
0.71	2.511	2
2.324	3.68	1
1.494	0.91	2
2.341	0.68	2
1.022	2.931	2
0.69	1.771	1
3.29	2.677	2
3.01	1.06	1
2.0219	1.612	1
1.353	0.78	2
1.69	0.62	2
1.854	2.132	1
3.38	2.877	2
2.24	0.86	2
0.99	0.47	2
3.21	0.98	1
1.377	3.24	2
0.58	2.83	2
1.9092	1.154	2
3.39	1.128	1
2.502	1.464	1
1.954	3.51	2
0.65	0.81	1
3.77	2.109	2
1.834	1.014	2
2.152	3.53	2
2.308	2.933	2
0.89	2.439	1
0.13	1.549	1
0.34	1.265	1
3.18	2.424	2
1.891	1.116	2
2.243	2.304	1
3.04	2.816	2
2.514	3.27	2
1.855	3.67	2
2.169	3.86	1
1.016	1.193	2
2.379	1.245	2
0.89	2.655	1
1.082	3.13	2
1.57	1.278	2
0.38	0.15	1
2.377	2.198	1
1.671	1.142	2
2.125	4.16	2
1.892	0.7	2
1.882	3.7	1
2.826	2.744	2
0.9	2.811	2
3.2	1.402	1
0.11	1.273	1
3.45	2.229	2
2.833	1.746	1
0.3	1.155	1
2.272	3.82	1
2.179	3.81	2
1.049	2.533	2
0.93	2.534	1
1.126	2.922	2
1.9285	3.41	2
2.195	1.704	1
2.373	0.83	2
2.808	1.169	1
1.496	3.03	2
3.39	2.262	2
3.12	2.862	2
2.755	2.22	1
3.57	1.886	2
3.32	3.36	1
2.802	2.133	2
1.442	2.572	1
2.27	2.696	1
1.394	1.454	1
1.444	1.495	1
0.26	2.254	2
2.143	2.337	1
3.19	1.596	2
1.84	0.64	2
3.29	2.153	2
3.47	1.688	1
1.147	0.83	2
1.623	2.607	1
2.816	2.306	1
3.16	0.92	1
2.378	1.44	1
1.433	0.86	2
2.934	2.258	1
3.01	1.257	1
2.96	1.1	1
1.751	2.0234	1
3.45	1.74	2
1.503	3.07	2
2.827	2.755	2
2.604	2.374	2
4.51	3.11	1
2.154	1.347	1
1.736	1.232	1
1.427	1.211	1
2.792	2.988	2
1.9662	3.52	2
3.59	1.478	2
1.39	1.694	1
2.184	3.7	1
2.0317	1.179	1
2.781	2.415	2
2.118	0.63	2
0.43	2.942	2
2.415	3.8	2
2.552	4.05	2
0.79	1.066	2
-0.14	1.524	1
2.0154	0.59	2
1.9211	0.65	2
1.603	3.32	2
1.534	2.145	1
2.238	0.49	2
1.567	0.87	2
3.3	2.555	2
2.0991	0.95	2
2.59	1.204	1
1.765	1.383	1
2.796	2.429	1
0.03	1.729	1
2.284	4.37	2
1.61	1.791	1
2.165	1.595	1
1.576	4.01	2
1.066	0.42	2
2.218	1.632	1
1.717	3.88	1
1.653	0.5	2
1.658	0.69	2
2.313	2.189	1
1.659	1.9642	1
1.99302	0.85	2
0.27	0.7	1
1.549	2.775	1
0.38	1.288	1
1.138	1.9387	1
1.172	1.161	2
0.99	3.07	2
3.02	2.858	2
1.745	2.387	1
2.118	2.13	1
1.214	1.36	1
1.9105	3.65	1
4.46	3.23	1
1.197	1.295	2
1.382	0.8	2
2.713	3.02	2
2.976	0.47	1
3.47	3.21	1
0.03	1.326	1
1.988	3.42	2
2.748	1.442	1
0.55	1.797	1
2.199	1.14	2
0.32	1.49	1
2.56	2.491	2
2.216	0.88	2
1.768	1.157	1
3.66	3.42	1
2.301	4.01	2
3.33	2.825	2
3.18	2.08	2
0.41	2.138	2
3.78	1.492	2
3.37	0.48	1
2.802	2.431	1
2.913	1.682	1
2.00564	0.86	2
0.92	3.31	2
2.379	3.37	2
1.894	1.067	2
2.854	1.173	1
0.53	1.788	1
3.24	0.67	1
1.686	1.016	2
1.526	1.089	2
2.659	1.943	1
3.83	2.349	2
3.51	0.85	1
1.763	0.6	2
2.016	0.87	2
2.26	3.91	2
1.896	0.91	2
1.276	0.52	2
3.24	1.855	2
1.224	0.74	2
3.16	2.0489	2
3.05	-0.08	1
2.143	3.05	2
0.58	0.49	1
3.21	2.642	2
2.551	3.48	2
2.191	3.72	2
2.345	1.109	2
1.604	0.62	2
0.41	1.234	1
2.903	0.83	1
3.57	1.9092	2
3.18	2.913	2
1.677	1.736	1
1.698	0.78	2
0.74	1.704	1
2.874	0.59	1
1.115	3.05	2
0.48	1.26	1
1.284	1.806	1
1.421	1.603	1
0.48	2.388	2
3.57	1.434	2
1.298	0.8	2
1.634	1.118	2
3.45	0.22	1
0.78	2.831	2
3.39	0.89	1
2.969	2.921	2
2.659	3.07	2
1.762	2.126	1
1.424	1.537	1
2.171	1.114	2
2.893	2.345	2
0.51	2.885	2
2.258	2.309	1
1.391	1.083	2
3.05	2.651	2
1.173	1.494	1
2.374	0.61	2
1.216	2.969	2
3.08	3.42	1
2.146	1.849	1
0.07	2.603	2
1.266	0.91	2
0.81	1.471	1
2.0176	2.0932	1
3.72	1.552	2
3.37	2.625	2
3.3	2.186	2
1.9382	2.358	1
1.071	0.61	2
3.14	1.9229	2
1.15	1.08	2
0.22	0.51	1
0.14	1.023	1
1.301	1.999422	1
1.005	0.61	2
1.767	2.593	1
1.585	3.48	2
0.34	1.208	1
1.848	1.331	2
1.327	2.313	1
0.76	1.28	1
2.73	1.63	2
0.75	2.104	1
3.85	3.38	1
2.134	1.078	2
2.546	1.805	1
2.604	3.03	2
0.87	0.92	1
0.87	2.193	1
0.38	3.02	2
0.93	0.89	1
1.557	3.86	2
2.0438	2.536	1
1.738	0.8	2
2.156	2.152	1
1.689	2.995	1
2.639	3.2	2
0.58	1.64	1
0.57	2.707	2
3.52	0.66	1
0.09	-0.24	1
2.132	4	2
4.06	3.12	1
2.512	0.66	2
1.862	1.049	2
3.15	2.824	2
2.233	0.71	2
1.876	0.73	2
2.0584	1.362	1
2.486	2.245	1
1.9773	2.163	1
3.15	3.16	1
2.834	3.24	2
-0.03	0.35	1
2.0205	3.23	2
2.522	3.36	1
1.199	1.76	1
1.822	1.762	1
3.16	3.05	2
0.06	0.97	1
3.45	2.273	2
0.93	3.16	2
2.413	0.7	2
3.32	2.0928	2
2.322	3.68	1
1.708	0.68	2
2.206	3.19	2
1.361	0.63	2
2.407	3.67	1
2.144	3.56	2
0.42	2.588	2
0.42	2.807	2
2.683	1.9653	1
1.332	0.87	2
-0.05	0.6	1
1.321	1.9043	1
1.076	3.45	2
1.453	0.69	2
2.0296	3.2	2
4.23	2.895	1
1.44	0.59	2
1.442	0.33	2
2.0598	0.74	2
2.51	0.85	2
1.878	1.9329	1
1.498	0.96	2
3.41	1.192	1
1.32	2.314	1
1.653	2.574	1
1.845	3.29	2
3.18	2.0819	2
3.8	1	2
1.347	1.266	2
3.3	2.648	2
2.265	1.818	1
2.896	2.36	1
1.055	0.57	2
0.74	0.99	1
0.35	1.277	1
1.897	0.29	2
3.87	3.19	1
2.839	1.9181	1
2.167	2.87	2
1.083	1.137	2
3.26	1.088	1
1.214	0.98	2
4.81	3.3	1
2.725	1.46	1
1.291	1.738	1
2.56	0.95	2
1	2.078	1
3.18	1.9487	2
0.71	2.891	2
2.126	1.135	2
3.31	1.762	2
3.62	1.081	2
2.918	2.82	2
4.17	3.24	1
2.433	2.38	1
2.211	0.72	2
3.18	1.9665	2
0.68	1.597	1
1.9064	0.72	2
1.188	1.589	1
2.933	3.21	2
2.642	2.909	2
3.16	3.48	1
1.46	1.399	1
0.52	1.318	1
3.41	0.52	1
0.37	0.84	1
2.663	3.7	2
2.0329	3.88	2
0.92	1.9406	1
2.981	1.9428	2
1.666	2.18	1
1.523	2.676	1
3.12	1.244	1
3.36	2.482	2
2.123	0.38	2
1.741	2.996	2
1.9338	1.521	1
0.6	2.553	2
2.1	0.52	2
3.37	2.428	2
1.68	2.707	1
3.76	3.33	1
1.746	2.403	1
2.636	3.34	1
1.563	1.016	2
1.196	2.396	1
2.685	4.2	2
3.89	2.834	1
1.385	0.64	2
2.387	3.71	2
1.762	0.51	2
0.97	1.578	1
2.656	2.844	2
2.713	4.04	1
3.26	3.72	2
1.255	2.987	2
0.56	1.642	1
2.127	3.22	2
3.79	3.5	1
1.73	2.0117	1
2.418	0.88	2
4.17	3.45	1
3.66	3.3	1
4.12	3.1	1
1.748	2.623	1
2.16	0.6	2
3.27	2.301	2
1.07	2.758	2
1.034	2.487	1
2.0236	0.93	2
2.517	1.069	2
0.05	1.1	1
2.213	1.248	2
1.623	1.027	2
2.395	2.423	1
1.24	1.138	2
1.053	2.445	1
2.112	2.238	1
3.24	2.342	2
1.678	1.644	1
0.85	2.587	2
2.923	2.246	2
1.661	2.806	1
1.289	2.0759	1
2.157	1.066	2
2.235	0.95	2
1.889	0.67	2
1.349	2.369	1
2.527	3.18	2
3.76	3.48	1
2.0386	0.74	2
2.584	1.788	1
0.98	0.99	2
0.8	1.752	1
1.176	2.858	2
2.191	3.94	2
1.741	3.34	2
0.78	3.12	2
3.11	2.57	2
2.073	1.99831	1
1.9719	1.677	1
2.48	0.85	2
2.0967	0.6	2
2.375	3.24	2
0.37	2.101	2
2.02	0.46	2
2.592	3.15	2
2.0071	1.076	2
2.784	2.972	2
3.33	2.335	2
0.58	1.9253	1
1.205	3.17	2
1.9753	0.5	2
2.904	3.04	2
2.237	2.0367	1
2.604	1.291	1
1.052	1.018	2
2.686	1.81	1
3.2	1.246	1
0.41	2.763	2
2.255	2.412	2
3.78	3.35	1
1.371	1.882	1
2.0428	0.96	2
2.973	2.457	2
1.361	3.28	2
3.23	1.99153	2
4.64	2.966	1
2.323	1.204	1
0.88	0.61	2
0.86	2.693	2
2.0328	3.22	2
2.0496	0.95	2
-0.11	0.55	1
0.72	2.213	1
1.423	2.206	1
4.71	3.35	1
2.121	3.63	2
1.9725	0.58	2
0.85	2.406	1
1.796	0.46	2
1.701	0.86	2
2.216	3.96	1
1.433	0.86	2
1.764	0.83	2
3.22	1.9534	2
1.148	1.41	1
0.94	2.917	2
2.595	3.02	2
3.05	2.768	2
2.996	3.04	2
3	3.69	1
2.799	2.995	2
2.725	3.39	2
2.782	3.8	2
3.93	3.34	1
1.209	0.57	2
3.33	1.514	1
3.64	1.395	2
3.13	2.33	2
0.42	2.456	2
1.9233	2.000168	1
0.13	0.83	1
1.108	3.25	2
2.785	2.173	2
3.04	2.779	2
1.307	2.953	2
2.682	1.854	2
1.833	3.07	2
1.379	0.88	2
2.133	1.773	1
2.871	3.29	2
1.281	1.616	1
2.0379	0.36	2
3.57	3.43	1
2.314	3.84	2
3.68	1.707	2
1.344	1.666	1
2.551	2.921	2
0.48	2.946	2
1.844	0.84	2
2.0652	1.234	2
0.85	2.771	2
3.07	1.779	1
2.535	3.4	2
1.9308	3.73	1
4.36	3.33	1
1.401	1.035	2
1.097	1.9178	1
0.4	2.682	2
2.271	1.9618	1
2.838	2.603	2
3.34	1.311	2
2.657	3.05	2
0.48	2.506	2
0.79	2.488	2
1.888	3.85	1
2.74	3.53	1
2.451	1.99167	1
0.4	2.632	2
-0.1	1.141	1
0.63	2.645	2
2.52	3.25	2
1.802	1.464	1
3.54	3.24	1
1.579	1.269	2
3.1	2.253	2
2.734	1.788	1
-0.12	1.425	1
1.9469	0.74	2
2.835	1.9863	2
3.1	2.604	2
1.495	3.17	2
1.476	1.143	2
0.11	1.201	1
1.025	1.818	1
2.616	0.93	1
1.638	0.3	2
2.611	2.649	2
0.59	0.98	1
1.386	0.57	2
1.714	1.429	1
1.303	0.31	2
1.141	2.885	2
2.526	3.36	1
1.749	2.846	1
4.01	1.305	2
0.49	1.407	1
1.845	0.97	2
0.2	2.529	2
1.838	1.9777	1
1.372	1.733	1
1.254	1.07	2
1.39	2.00888	1
1.9661	0.34	2
2.935	2.556	2
3.01	2.829	2
-0.77	2.0962	2
3.26	2.0903	2
1.362	0.99	2
2.552	2.961	2
1.761	1.152	2
2.275	1.798	1
0.17	2.601	2
1.493	3.24	2
2.908	1.494	1
3.16	2.703	2
1.249	0.63	2
1.372	2.601	1
1.5	1.9405	1
1.111	1.116	2
1.659	2.169	1
2.0554	1.861	1
1.545	0.7	2
1.884	2.0815	1
1.29	1.126	1
3.35	1.75	2
3.51	3.59	1
3.67	1.022	2
1.884	0.64	2
0.05	1.84	1
3.75	0.97	2
4.36	3.5	1
3.24	2.828	2
1.474	3.19	2
1.9134	0.63	2
0.54	1.109	1
2.637	2.00536	1
2.384	1.686	1
2.431	2.266	2
3.35	2.644	2
1.256	2.196	1
1.55	0.41	2
3.31	3.07	2
1.304	0.8	2
2.553	1.183	1
1.468	1.821	1
1.139	1.138	2
0.75	1.103	1
1.369	1.086	2
2.524	1.352	1
2.791	3.69	1
1.499	3.1	2
2.768	1.083	1
3.29	3.07	2
3.24	2.00235	2
2.811	4	2
3.18	3.25	1
2.32	1.535	1
0.73	1.296	1
1.131	3.38	2
1.532	2.245	1
3.44	0.48	1
0.38	0.84	1
3.89	3.1	1
2.284	4.31	2
2.0066	1.006	2
0.19	1.357	1
0.81	0.97	2
1.253	2.468	1
3.19	1.034	1
2.748	3.81	1
2.225	3.34	2
2.899	2.538	2
2.904	2.195	2
0.75	2.479	2
2.74	3.35	1
1.202	0.79	2
2.371	1.411	1
3.11	2.0482	2
1.73	0.72	2
1.631	1.016	2
1.248	1.681	1
1.462	0.85	2
1.491	2.912	2
4.51	3.3	1
2.137	3.69	2
1.871	3.57	2
0.45	1.337	1
2.818	2.845	2
1.283	0.97	2
2.0188	2.0512	1
1.29	2.465	1
0.57	0.82	1
0.61	1.718	1
2.753	3.84	2
2.598	2.484	2
2.0256	2.228	1
3.02	2.508	2
0.68	3.12	2
0.3	2.422	2
1.963	0.65	2
0.99	1.789	1
0.75	0.9	2
3.5	2.637	2
0.98	2.899	1
1.173	1.243	2
3.54	1.74	2
1.9021	0.99	2
0.99	0.71	2
1.293	1.622	1
1.122	0.84	2
0.66	2.717	2
4.21	3.21	1
2.25	2.466	1
4.34	3.13	1
2.614	1.843	1
4.03	1.573	2
1.432	0.64	2
0.36	0.73	1
2.779	1.185	1
1.293	1.432	1
1.288	0.9	2
3.62	2.0564	2
0.99	2.412	1
3.61	3.4	1
0.74	1.497	1
1.155	1.623	1
3.31	1.434	1
1.782	4.09	2
1.32	0.93	2
3.15	0.44	1
